review_id	sentiment	label_id	input_ids	review_body	date
813	1	2	[0, 34256, 11748, 11, 4514, 3067, 9467, 6, 603, 4, 68, 6972, 12550, 43832, 870, 291, 4, 406, 207, 2054, 849, 41108, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Short Interest in Utah Medical Products, Inc. $UTMD Increases By 20.7% http #stocks	2022-09-24T02:50:14Z
905	1	2	[0, 32361, 876, 1743, 16, 10, 3064, 7023, 24987, 11582, 6382, 12605, 24987, 11582, 6382, 12605, 24987, 11582, 6382, 12605, 50118, 50118, 17485, 213, 124, 7, 147, 380, 17559, 229, 24220, 2867, 24, 7586, 50118, 50118, 19192, 672, 13, 2159, 16, 1510, 12, 2545, 4, 50118, 50118, 10431, 16822, 24837, 849, 9607, 12829, 849, 41108, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Ramco systems is a falling knife⬇️⬇️⬇️

Will go back to where bigbull Kedia entered it..

Next level for buying is 70-75.

#Stock2020 #stockmarkets #stocks"	2022-09-24T02:50:14Z
4186	0	1	[0, 36662, 111, 68, 12642, 8800, 3412, 12920, 5213, 111, 15007, 12, 1646, 12, 24837, 111, 1183, 259, 35, 2054, 849, 9607, 849, 41108, 849, 9607, 4328, 8423, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	VIDEO - $MRGE Stock Technical Analysis - 06-19-2020 - watch here: http #stock #stocks #stocktrading	2022-09-24T02:50:14Z
201	-1	0	[0, 13963, 787, 12105, 68, 846, 9482, 1367, 15, 795, 24444, 6082, 36, 23724, 2798, 131, 12194, 2301, 322, 520, 24, 14454, 874, 6, 17690, 3691, 120, 342, 15, 68, 4186, 1000, 36, 34849, 1174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user $VIX closed on lower Bollinger (bottom panel; vertical lines). When it closes below, brakes shortly get put on $SPX (upper…	2022-09-24T02:50:14Z
500	-1	0	[0, 33761, 34891, 2614, 208, 17150, 132, 6, 27786, 4078, 9, 1378, 10448, 6, 603, 4, 68, 7976, 530, 3412, 2054, 849, 41108, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Gary Shedlin Sells 2,625 Shares of BlackRock, Inc. $BLK Stock http #stocks	2022-09-24T02:50:14Z
520	1	2	[0, 10431, 620, 9596, 1899, 21858, 1437, 50118, 10431, 5605, 33955, 388, 16, 11, 8347, 210, 71, 4406, 2669, 24, 16, 24707, 1295, 11, 10, 41865, 29884, 2156, 248, 6850, 359, 3914, 131, 19482, 495, 12115, 50118, 620, 11918, 1065, 1084, 24724, 10088, 388, 189, 10677, 6654, 62, 30191, 8, 683, 24, 6383, 1065, 2853, 24724, 42139, 24, 64, 1045, 92, 239, 50118, 10431, 487, 3388, 849, 5320, 6368, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"#stockedgeclub 
#biocon stock is in bull market after sharp rally it is consolidating in a ascending triangle , RSI &amp; MACD bullish
staying above mid bol 350 stock may anytime resume upmove and once it breaks above upper bol 371 it can create new high
#NSE #Stocks http"	2022-09-24T02:50:14Z
2964	0	1	[0, 13963, 787, 12105, 2321, 9709, 2108, 826, 43832, 1257, 68, 250, 591, 574, 3655, 8506, 7, 68, 31191, 4, 612, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user Jefferies Financial Group Increases Apple $AAPL Price Target to $405.00 http	2022-09-24T02:50:14Z
4460	0	1	[0, 13963, 787, 12105, 2780, 18, 3379, 843, 153, 17580, 19, 68, 4186, 1000, 204, 6, 151, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user Let's celebrate 40 million unemployed with $SPX 4,000.	2022-09-24T02:50:14Z
62	0	1	[0, 13963, 787, 12105, 68, 26109, 21824, 4041, 19551, 183, 2928, 31, 5, 27422, 1566, 14, 21, 14149, 1027, 30, 787, 12105, 8103, 10470, 10674, 4, 3401, 109, 45, 1717, 1174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user $DLPN Only ONE day removed from the misguided article that was intentionally published by @user 🤔. Please do not u…	2022-09-24T02:50:14Z
1301	0	1	[0, 725, 947, 3914, 131, 104, 95, 4829, 15, 204, 298, 5966, 68, 4182, 1178, 68, 4182, 219, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	H&amp;S just formed on 4h chart $spx $spy http	2022-09-24T02:50:14Z
2516	0	1	[0, 1629, 1000, 3765, 1681, 5966, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	$XOM Daily chart http	2022-09-24T02:50:14Z
1016	-1	0	[0, 11428, 7878, 23, 2843, 4, 2466, 71, 10238, 843, 2156, 24823, 3191, 4, 4015, 4, 40702, 740, 23681, 4, 849, 4328, 8423, 849, 282, 22129, 849, 41108, 849, 5760, 1116, 4901, 11939, 849, 12406, 154, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Closed at 38.60 after touching 40 , ard 39.95. Lets c tom. #trading #nifty #stocks #bankofbaroda #investing	2022-09-24T02:50:14Z
237	1	2	[0, 4208, 127, 6751, 150, 939, 907, 103, 68, 424, 30083, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	hold my balls while i buy some $amzn	2022-09-24T02:50:14Z
1028	0	1	[0, 1039, 12105, 38, 17, 27, 119, 1782, 973, 1096, 25, 10, 2056, 9, 323, 13, 68, 4186, 1000, 4, 1437, 653, 32, 110, 4312, 116, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	@user I’m seeing 2650 as a zone of support for $SPX.  What are your thoughts?	2022-09-24T02:50:14Z
1635	0	1	[0, 1039, 12105, 8976, 42, 40, 253, 157, 4, 2780, 18, 70, 95, 907, 6236, 2620, 534, 8, 146, 961, 173, 13, 106, 4, 68, 4186, 1000, 7, 112, 448, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	@user Yeah this will end well. Let's all just buy FAAMG and make everyone work for them. $SPX to 1M.	2022-09-24T02:50:14Z
542	-1	0	[0, 41932, 4800, 1077, 5274, 71, 249, 1666, 68, 250, 591, 574, 68, 2620, 1301, 487, 68, 38614, 68, 31076, 68, 22687, 68, 534, 9332, 534, 68, 6222, 11615, 68, 1864, 1864, 1864, 68, 4186, 975, 68, 2685, 8272, 849, 24240, 23219, 849, 31587, 11880, 849, 11880, 849, 17479, 849, 1342, 42103, 710, 849, 4328, 8423, 849, 12406, 154, 849, 12406, 1757, 849, 9607, 849, 9607, 2989, 849, 13364, 1178, 849, 44675, 139, 849, 44675, 1975, 37079, 849, 42817, 849, 717, 45507, 849, 17339, 11070, 849, 43185, 8489, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Phoenix protesters demand answers after police ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood http	2022-09-24T02:50:14Z
1371	0	1	[0, 1629, 510, 7164, 574, 1326, 157, 12, 14413, 196, 7, 3068, 5, 34377, 1469, 19473, 4605, 4, 50118, 50118, 1629, 565, 3765, 1301, 68, 20057, 14858, 68, 534, 27391, 68, 10612, 35826, 68, 24430, 7997, 68, 347, 7111, 1000, 50118, 50118, 10431, 438, 1417, 808, 1646, 849, 7215, 261, 1469, 19473, 849, 5605, 28315, 849, 41108, 849, 2926, 849, 642, 11867, 41108, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"$PCTL looks well-positioned to ride the coronavirus wave.

$TOMZ $NNVC $GILD $AVXL $NWBO $CODX

#covid19 #coronavirus #biotech #stocks #news #pennystocks http"	2022-09-24T02:50:14Z
2069	0	1	[0, 13963, 787, 12105, 572, 10, 389, 207, 2669, 1747, 562, 10, 3035, 12, 1529, 452, 159, 132, 4, 406, 4234, 10, 367, 332, 9152, 9, 127, 971, 3118, 672, 11, 68, 4186, 1000, 4, 1437, 20, 762, 6184, 1174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user After a 30% rally finally getting a cool-off today down 2.7%, a few points shy of my 2855 level in $SPX.  The key pattern…	2022-09-24T02:50:14Z
2359	0	1	[0, 1629, 2620, 1301, 487, 7, 907, 68, 424, 438, 220, 186, 734, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	$AMZN to buy $amc next week...	2022-09-24T02:50:14Z
1713	0	1	[0, 495, 4048, 3149, 15, 42, 9296, 13568, 30984, 4, 4619, 3204, 10699, 8, 30365, 4, 50118, 50118, 250, 319, 9, 82, 2445, 11, 5, 526, 2301, 7, 192, 147, 52, 214, 3475, 71, 42, 4, 29175, 10, 319, 9, 3149, 11433, 71, 42, 5916, 10, 2698, 4, 50118, 50118, 1629, 4186, 1000, 68, 4186, 975, 68, 1723, 1215, 597, 112, 16271, 35690, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Dying volume on this pump upward impulse. Indecision and inaction.

A lot of people waiting in the side lines to see where we're headed after this. Assuming a lot of volume incoming after this picks a direction.

$SPX $SPY $ES_F 1HR TF http"	2022-09-24T02:50:14Z
829	1	2	[0, 771, 1342, 149, 68, 863, 5683, 68, 10729, 68, 771, 5268, 68, 387, 2562, 1107, 20382, 6, 24, 1302, 101, 2267, 526, 2973, 32, 1256, 22032, 4, 96, 1110, 9, 14390, 112, 1750, 6, 68, 510, 6905, 8, 68, 387, 2562, 32, 10, 828, 614, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Went through $JPM $GS $WFC $BAC earnings transcripts, it seems like consumer side loans are pretty shaky. In terms of tier 1 ratio, $PNC and $BAC are a bit low.	2022-09-24T02:50:14Z
1015	0	1	[0, 24837, 1234, 11353, 2848, 18429, 5872, 16998, 1646, 4, 306, 207, 35327, 4, 111, 1558, 4, 401, 207, 4849, 132, 530, 43, 50118, 50118, 10431, 16822, 14773, 849, 44494, 2857, 68, 4186, 1000, 68, 4186, 975, 50118, 13082, 640, 90, 4, 876, 73, 863, 574, 530, 574, 863, 975, 1864, 100, 4147, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"2020 First Half Portfolio Review (+19.4% Vs. -13.6% Russell 2K)

#StockMarket #Economics $SPX $SPY
https://t.co/JLKLJYQIgh"	2022-09-24T02:50:14Z
2657	0	1	[0, 13963, 787, 12105, 38, 437, 95, 7785, 5, 388, 210, 473, 45, 4227, 5, 588, 866, 6, 1361, 16268, 6, 4042, 50, 4721, 68, 4186, 975, 68, 1723, 68, 4186, 1000, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user I'm just glad the stock market does not reflect the real economy, credit spreads, employment or EPS $SPY $ES $SPX http	2022-09-24T02:50:14Z
2	1	2	[0, 15721, 14787, 3488, 7, 1391, 2358, 1767, 359, 19377, 131, 5167, 12490, 723, 359, 19377, 131, 810, 160, 35, 849, 41108, 8, 849, 5330, 24119, 4577, 795, 359, 19377, 131, 849, 38186, 606, 11, 19, 849, 975, 3376, 359, 19377, 131, 1815, 7, 92, 70, 86, 5487, 19, 291, 207, 5755, 8, 111, 1244, 207, 6250, 4, 6513, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Net issuance increases to fund fiscal programs &gt; yields spike higher &gt; risk off: #stocks and #EMFX correct lower &gt; #Fed comes in with #YCC &gt; stocks to new all time highs with 20% unemployment and -25% GDP. Fin.	2022-09-24T02:50:14Z
4539	0	1	[0, 1039, 12105, 85, 18, 5, 276, 1219, 596, 10, 5673, 101, 42, 40, 339, 81, 5, 7313, 157, 2312, 4445, 1391, 4, 50118, 50118, 5320, 11918, 19, 208, 947, 3914, 131, 510, 1764, 68, 4186, 1000, 1937, 16, 615, 7, 1451, 10, 157, 2312, 4445, 1391, 4, 50118, 50118, 133, 251, 1385, 16, 5, 177, 9, 4848, 95, 25, 24, 16, 9, 7753, 10773, 4, 50118, 50118, 13082, 640, 90, 4, 876, 73, 2747, 642, 1301, 387, 1000, 438, 306, 118, 406, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"@user It's the same reason why a bet like this will win over the actively well managed hedge fund.

Staying with S&amp;P 500 $SPX alone is enough to beat a well managed hedge fund.

The long term is the game of investing just as it is of compounding.

https://t.co/ARpZBXc4i7"	2022-09-24T02:50:14Z
477	1	2	[0, 10285, 2935, 9, 183, 6, 202, 765, 15, 650, 9686, 68, 100, 29395, 68, 500, 6175, 1215, 597, 13, 381, 7111, 1331, 160, 4, 140, 340, 1019, 23, 195, 1685, 8082, 436, 4, 85, 74, 28, 6269, 114, 24, 18, 59, 13241, 37177, 41650, 4, 68, 1864, 1864, 1864, 1275, 6, 68, 4186, 1000, 68, 31050, 100, 1313, 4, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Last update of day, still short on small caps $IWM $RTY_F for EOD sell off. Trump news conference at 5pm concerning China. It would be funny if it's about banning TikTok. $QQQ red, $SPX $DJI positive. http	2022-09-24T02:50:14Z
672	1	2	[0, 44692, 152, 849, 10223, 21108, 1571, 1437, 50118, 50118, 10431, 22985, 254, 44639, 15628, 733, 12, 3387, 12, 24837, 50118, 50118, 49068, 1867, 35, 2144, 4, 379, 12185, 50118, 50118, 33479, 16430, 11968, 35, 2144, 4, 379, 12185, 2055, 132, 4, 245, 12185, 5457, 2144, 4, 601, 4, 245, 12185, 50118, 50118, 14699, 35, 15007, 12, 996, 22832, 50118, 50118, 10431, 5320, 6368, 7871, 73, 37577, 849, 45673, 7543, 1437, 1437, 1437, 849, 46550, 849, 20439, 849, 40706, 849, 29792, 6343, 32397, 849, 876, 5961, 849, 42968, 16306, 849, 12979, 5576, 1437, 50118, 50118, 44136, 35, 2144, 132, 4, 3083, 12185, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Grab This #opportunity 

#Offer Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

#Stocks Cash/Future #Index Future    #Option #Gold #silver #CrudeOil #copper #Naturalgas #nickel 

Charge: Rs 2.70 Lac"	2022-09-24T02:50:14Z
1625	0	1	[0, 1629, 2620, 1301, 487, 1541, 1217, 392, 974, 6, 25, 251, 25, 132, 30043, 1189, 13762, 6, 52, 6573, 723, 850, 4, 849, 717, 10054, 5229, 20654, 849, 12667, 8423, 849, 41108, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	$AMZN Our view May 27, as long as 2244 remains intact, we prefer higher prices. #Elliottwave #Trading #stocks http	2022-09-24T02:50:14Z
